memento_time,file_name,URI
20070331165259,2007-03-04-vine-and-branches.pdf,https://web.archive.org/web/20070331165259/http://www.peopleofpraise.org/thevine/issues/2007-03-04-vine-and-branches.pdf
20070331165259,2007-02-vine-and-branches.pdf,https://web.archive.org/web/20070331165259/http://www.peopleofpraise.org/thevine/issues/2007-02-vine-and-branches.pdf
20070331165259,2007-01-vine-and-branches.pdf,https://web.archive.org/web/20070331165259/http://www.peopleofpraise.org/thevine/issues/2007-01-vine-and-branches.pdf
20070331165259,2006-12-vine-and-branches.pdf,https://web.archive.org/web/20070331165259/http://www.peopleofpraise.org/thevine/issues/2006-12-vine-and-branches.pdf
20070331165259,2006-11-vine-and-branches.pdf,https://web.archive.org/web/20070331165259/http://www.peopleofpraise.org/thevine/issues/2006-11-vine-and-branches.pdf
20070331165259,2006-09-10-vine-and-branches.pdf,https://web.archive.org/web/20070331165259/http://www.peopleofpraise.org/thevine/issues/2006-09-10-vine-and-branches.pdf
20070331165259,2006-08-vine-and-branches.pdf,https://web.archive.org/web/20070331165259/http://www.peopleofpraise.org/thevine/issues/2006-08-vine-and-branches.pdf
20070331165259,2006-07-vine-and-branches.pdf,https://web.archive.org/web/20070331165259/http://www.peopleofpraise.org/thevine/issues/2006-07-vine-and-branches.pdf
20070331165259,2006-05-vine-and-branches.pdf,https://web.archive.org/web/20070331165259/http://www.peopleofpraise.org/thevine/issues/2006-05-vine-and-branches.pdf
20070331165259,2006-04-vine-and-branches.pdf,https://web.archive.org/web/20070331165259/http://www.peopleofpraise.org/thevine/issues/2006-04-vine-and-branches.pdf
20070331165259,2006-03-vine-and-branches.pdf,https://web.archive.org/web/20070331165259/http://www.peopleofpraise.org/thevine/issues/2006-03-vine-and-branches.pdf
20070426092818,2007-03-04-vine-and-branches.pdf,https://web.archive.org/web/20070426092818/http://www.peopleofpraise.org/thevine/issues/2007-03-04-vine-and-branches.pdf
20070426092818,2007-02-vine-and-branches.pdf,https://web.archive.org/web/20070426092818/http://www.peopleofpraise.org/thevine/issues/2007-02-vine-and-branches.pdf
20070426092818,2007-01-vine-and-branches.pdf,https://web.archive.org/web/20070426092818/http://www.peopleofpraise.org/thevine/issues/2007-01-vine-and-branches.pdf
20070426092818,2006-12-vine-and-branches.pdf,https://web.archive.org/web/20070426092818/http://www.peopleofpraise.org/thevine/issues/2006-12-vine-and-branches.pdf
20070426092818,2006-11-vine-and-branches.pdf,https://web.archive.org/web/20070426092818/http://www.peopleofpraise.org/thevine/issues/2006-11-vine-and-branches.pdf
20070426092818,2006-09-10-vine-and-branches.pdf,https://web.archive.org/web/20070426092818/http://www.peopleofpraise.org/thevine/issues/2006-09-10-vine-and-branches.pdf
20070426092818,2006-08-vine-and-branches.pdf,https://web.archive.org/web/20070426092818/http://www.peopleofpraise.org/thevine/issues/2006-08-vine-and-branches.pdf
